response,context,context/0,context/1,context/2,context/3,context/4,context/5
mahvari jism mein hormones mein tabdeeli ki wajah se hoti hai. hormones keemiyai messenger hain. beza daani zanana hormone estrogen aur progesterone kharij karti hai. yeh hormones bacha daani  ya reham  ki parat ko bananay ka sabab bantay hain. blt up Aster fertilised anday ke sath jornay aur nashonuma shuru karne ke liye tayyar hai. agar koi khad shuda anda nah ho to Aster toot jati hai aur khoon behnay lagta hai. phir wohi amal baar baar hota hai .,Mujhe ye kyun horaha hai?,"haiz, jisay period bhi kaha jata hai, mahvari ka hissa hai jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai. lekin mahvari ka is se ziyada ya kam kasrat se hona aik aam baat hai. Un ke mahvari 21 din se le kar 40 din tak hosakta hai",haiz kya hai?,yeh mahvari ki wajah hai jisay period bhi kaha jata hai jo ke mukammal tor par normal hai aur har aurat ko tajurbah hota hai. darnay ki koi baat nahi hai. agar aap ko mahvari se mutaliq koi sawal hai to bulaa jhijhak mujh se poucheen .,mere andaam nihanivagina se khoon beh raha hai .,Kahaan se khoon beh raha hai?,Mera khoon beh raha hai
Mujhe is par sharam aati hai?,mahvari jism mein hormones mein tabdeeli ki wajah se hoti hai. hormones keemiyai messenger hain. beza daani zanana hormone estrogen aur progesterone kharij karti hai. yeh hormones bacha daani  ya reham  ki parat ko bananay ka sabab bantay hain. blt up Aster fertilised anday ke sath jornay aur nashonuma shuru karne ke liye tayyar hai. agar koi khad shuda anda nah ho to Aster toot jati hai aur khoon behnay lagta hai. phir wohi amal baar baar hota hai .,Mujhe ye kyun horaha hai?,"haiz, jisay period bhi kaha jata hai, mahvari ka hissa hai jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai. lekin mahvari ka is se ziyada ya kam kasrat se hona aik aam baat hai. Un ke mahvari 21 din se le kar 40 din tak hosakta hai",haiz kya hai?,yeh mahvari ki wajah hai jisay period bhi kaha jata hai jo ke mukammal tor par normal hai aur har aurat ko tajurbah hota hai. darnay ki koi baat nahi hai. agar aap ko mahvari se mutaliq koi sawal hai to bulaa jhijhak mujh se poucheen .,mere andaam nihanivagina se khoon beh raha hai .,Kahaan se khoon beh raha hai?
mein samjhti hon ke aap kaisa mehsoos kar rahay hain. mahvari har aurat ke liye mamool ki baat hai. is mein sharminda honay ki koi baat nahi hai. mein aap ke cycle ke baray mein aap ke kisi bhi sawal mein aap ki madad karne ke liye haazir hon .,Mujhe is par sharam aati hai?,mahvari jism mein hormones mein tabdeeli ki wajah se hoti hai. hormones keemiyai messenger hain. beza daani zanana hormone estrogen aur progesterone kharij karti hai. yeh hormones bacha daani  ya reham  ki parat ko bananay ka sabab bantay hain. blt up Aster fertilised anday ke sath jornay aur nashonuma shuru karne ke liye tayyar hai. agar koi khad shuda anda nah ho to Aster toot jati hai aur khoon behnay lagta hai. phir wohi amal baar baar hota hai .,Mujhe ye kyun horaha hai?,"haiz, jisay period bhi kaha jata hai, mahvari ka hissa hai jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai. lekin mahvari ka is se ziyada ya kam kasrat se hona aik aam baat hai. Un ke mahvari 21 din se le kar 40 din tak hosakta hai",haiz kya hai?,yeh mahvari ki wajah hai jisay period bhi kaha jata hai jo ke mukammal tor par normal hai aur har aurat ko tajurbah hota hai. darnay ki koi baat nahi hai. agar aap ko mahvari se mutaliq koi sawal hai to bulaa jhijhak mujh se poucheen .,mere andaam nihanivagina se khoon beh raha hai .
Mujhe ganda mehsoos hota hai,mein samjhti hon ke aap kaisa mehsoos kar rahay hain. mahvari har aurat ke liye mamool ki baat hai. is mein sharminda honay ki koi baat nahi hai. mein aap ke cycle ke baray mein aap ke kisi bhi sawal mein aap ki madad karne ke liye haazir hon .,Mujhe is par sharam aati hai?,mahvari jism mein hormones mein tabdeeli ki wajah se hoti hai. hormones keemiyai messenger hain. beza daani zanana hormone estrogen aur progesterone kharij karti hai. yeh hormones bacha daani  ya reham  ki parat ko bananay ka sabab bantay hain. blt up Aster fertilised anday ke sath jornay aur nashonuma shuru karne ke liye tayyar hai. agar koi khad shuda anda nah ho to Aster toot jati hai aur khoon behnay lagta hai. phir wohi amal baar baar hota hai .,Mujhe ye kyun horaha hai?,"haiz, jisay period bhi kaha jata hai, mahvari ka hissa hai jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai. lekin mahvari ka is se ziyada ya kam kasrat se hona aik aam baat hai. Un ke mahvari 21 din se le kar 40 din tak hosakta hai",haiz kya hai?,yeh mahvari ki wajah hai jisay period bhi kaha jata hai jo ke mukammal tor par normal hai aur har aurat ko tajurbah hota hai. darnay ki koi baat nahi hai. agar aap ko mahvari se mutaliq koi sawal hai to bulaa jhijhak mujh se poucheen .
aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,Mujhe ganda mehsoos hota hai,mein samjhti hon ke aap kaisa mehsoos kar rahay hain. mahvari har aurat ke liye mamool ki baat hai. is mein sharminda honay ki koi baat nahi hai. mein aap ke cycle ke baray mein aap ke kisi bhi sawal mein aap ki madad karne ke liye haazir hon .,Mujhe is par sharam aati hai?,mahvari jism mein hormones mein tabdeeli ki wajah se hoti hai. hormones keemiyai messenger hain. beza daani zanana hormone estrogen aur progesterone kharij karti hai. yeh hormones bacha daani  ya reham  ki parat ko bananay ka sabab bantay hain. blt up Aster fertilised anday ke sath jornay aur nashonuma shuru karne ke liye tayyar hai. agar koi khad shuda anda nah ho to Aster toot jati hai aur khoon behnay lagta hai. phir wohi amal baar baar hota hai .,Mujhe ye kyun horaha hai?,"haiz, jisay period bhi kaha jata hai, mahvari ka hissa hai jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai. lekin mahvari ka is se ziyada ya kam kasrat se hona aik aam baat hai. Un ke mahvari 21 din se le kar 40 din tak hosakta hai",haiz kya hai?
mein mahvari ke baray mein baat karne se darti hon .,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,Mujhe ganda mehsoos hota hai,mein samjhti hon ke aap kaisa mehsoos kar rahay hain. mahvari har aurat ke liye mamool ki baat hai. is mein sharminda honay ki koi baat nahi hai. mein aap ke cycle ke baray mein aap ke kisi bhi sawal mein aap ki madad karne ke liye haazir hon .,Mujhe is par sharam aati hai?,mahvari jism mein hormones mein tabdeeli ki wajah se hoti hai. hormones keemiyai messenger hain. beza daani zanana hormone estrogen aur progesterone kharij karti hai. yeh hormones bacha daani  ya reham  ki parat ko bananay ka sabab bantay hain. blt up Aster fertilised anday ke sath jornay aur nashonuma shuru karne ke liye tayyar hai. agar koi khad shuda anda nah ho to Aster toot jati hai aur khoon behnay lagta hai. phir wohi amal baar baar hota hai .,Mujhe ye kyun horaha hai?,"haiz, jisay period bhi kaha jata hai, mahvari ka hissa hai jab aurat ki andaam nihanivagina se kuch dinon tak khoon aata hai. ziyada tar khawateen ke liye yeh har 28 din mein hota hai. lekin mahvari ka is se ziyada ya kam kasrat se hona aik aam baat hai. Un ke mahvari 21 din se le kar 40 din tak hosakta hai"
mein samajh sakti hon. lekin mere sath share karte hue aap ko darnay ki zaroorat nahi hai. aap jo bhi kehte hain woh mere paas mehfooz hai. mein usay kisi ke sath share nahi karoon ga .,mein mahvari ke baray mein baat karne se darti hon .,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,Mujhe ganda mehsoos hota hai,mein samjhti hon ke aap kaisa mehsoos kar rahay hain. mahvari har aurat ke liye mamool ki baat hai. is mein sharminda honay ki koi baat nahi hai. mein aap ke cycle ke baray mein aap ke kisi bhi sawal mein aap ki madad karne ke liye haazir hon .,Mujhe is par sharam aati hai?,mahvari jism mein hormones mein tabdeeli ki wajah se hoti hai. hormones keemiyai messenger hain. beza daani zanana hormone estrogen aur progesterone kharij karti hai. yeh hormones bacha daani  ya reham  ki parat ko bananay ka sabab bantay hain. blt up Aster fertilised anday ke sath jornay aur nashonuma shuru karne ke liye tayyar hai. agar koi khad shuda anda nah ho to Aster toot jati hai aur khoon behnay lagta hai. phir wohi amal baar baar hota hai .,Mujhe ye kyun horaha hai?
"to, kya mein aap ke sath apne mahvari ke baray mein kuch bta sakti hon ?",mein samajh sakti hon. lekin mere sath share karte hue aap ko darnay ki zaroorat nahi hai. aap jo bhi kehte hain woh mere paas mehfooz hai. mein usay kisi ke sath share nahi karoon ga .,mein mahvari ke baray mein baat karne se darti hon .,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,Mujhe ganda mehsoos hota hai,mein samjhti hon ke aap kaisa mehsoos kar rahay hain. mahvari har aurat ke liye mamool ki baat hai. is mein sharminda honay ki koi baat nahi hai. mein aap ke cycle ke baray mein aap ke kisi bhi sawal mein aap ki madad karne ke liye haazir hon .,Mujhe is par sharam aati hai?,mahvari jism mein hormones mein tabdeeli ki wajah se hoti hai. hormones keemiyai messenger hain. beza daani zanana hormone estrogen aur progesterone kharij karti hai. yeh hormones bacha daani  ya reham  ki parat ko bananay ka sabab bantay hain. blt up Aster fertilised anday ke sath jornay aur nashonuma shuru karne ke liye tayyar hai. agar koi khad shuda anda nah ho to Aster toot jati hai aur khoon behnay lagta hai. phir wohi amal baar baar hota hai .
haan tum kar satke ho! barah karam mahvari se mutaliq koi sawal ya masla jo aap ko darpaish ho usay share karen .,"to, kya mein aap ke sath apne mahvari ke baray mein kuch bta sakti hon ?",mein samajh sakti hon. lekin mere sath share karte hue aap ko darnay ki zaroorat nahi hai. aap jo bhi kehte hain woh mere paas mehfooz hai. mein usay kisi ke sath share nahi karoon ga .,mein mahvari ke baray mein baat karne se darti hon .,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,Mujhe ganda mehsoos hota hai,mein samjhti hon ke aap kaisa mehsoos kar rahay hain. mahvari har aurat ke liye mamool ki baat hai. is mein sharminda honay ki koi baat nahi hai. mein aap ke cycle ke baray mein aap ke kisi bhi sawal mein aap ki madad karne ke liye haazir hon .,Mujhe is par sharam aati hai?
mahvari ke qareeb meri kamar mein dard kyun hota hai ?,haan tum kar satke ho! barah karam mahvari se mutaliq koi sawal ya masla jo aap ko darpaish ho usay share karen .,"to, kya mein aap ke sath apne mahvari ke baray mein kuch bta sakti hon ?",mein samajh sakti hon. lekin mere sath share karte hue aap ko darnay ki zaroorat nahi hai. aap jo bhi kehte hain woh mere paas mehfooz hai. mein usay kisi ke sath share nahi karoon ga .,mein mahvari ke baray mein baat karne se darti hon .,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,Mujhe ganda mehsoos hota hai,mein samjhti hon ke aap kaisa mehsoos kar rahay hain. mahvari har aurat ke liye mamool ki baat hai. is mein sharminda honay ki koi baat nahi hai. mein aap ke cycle ke baray mein aap ke kisi bhi sawal mein aap ki madad karne ke liye haazir hon .
kamar dard mahvari ki aik aam alamat hai .,mahvari ke qareeb meri kamar mein dard kyun hota hai ?,haan tum kar satke ho! barah karam mahvari se mutaliq koi sawal ya masla jo aap ko darpaish ho usay share karen .,"to, kya mein aap ke sath apne mahvari ke baray mein kuch bta sakti hon ?",mein samajh sakti hon. lekin mere sath share karte hue aap ko darnay ki zaroorat nahi hai. aap jo bhi kehte hain woh mere paas mehfooz hai. mein usay kisi ke sath share nahi karoon ga .,mein mahvari ke baray mein baat karne se darti hon .,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,Mujhe ganda mehsoos hota hai
kya ye aam hai?,kamar dard mahvari ki aik aam alamat hai .,mahvari ke qareeb meri kamar mein dard kyun hota hai ?,haan tum kar satke ho! barah karam mahvari se mutaliq koi sawal ya masla jo aap ko darpaish ho usay share karen .,"to, kya mein aap ke sath apne mahvari ke baray mein kuch bta sakti hon ?",mein samajh sakti hon. lekin mere sath share karte hue aap ko darnay ki zaroorat nahi hai. aap jo bhi kehte hain woh mere paas mehfooz hai. mein usay kisi ke sath share nahi karoon ga .,mein mahvari ke baray mein baat karne se darti hon .,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .
kamar mein halka dard mamool ki baat hai aur yeh mahvari ki alamat hai .,kya ye aam hai?,kamar dard mahvari ki aik aam alamat hai .,mahvari ke qareeb meri kamar mein dard kyun hota hai ?,haan tum kar satke ho! barah karam mahvari se mutaliq koi sawal ya masla jo aap ko darpaish ho usay share karen .,"to, kya mein aap ke sath apne mahvari ke baray mein kuch bta sakti hon ?",mein samajh sakti hon. lekin mere sath share karte hue aap ko darnay ki zaroorat nahi hai. aap jo bhi kehte hain woh mere paas mehfooz hai. mein usay kisi ke sath share nahi karoon ga .,mein mahvari ke baray mein baat karne se darti hon .
mein apni peeth mein dard ke baray mein kya kar sakti hon ?,kamar mein halka dard mamool ki baat hai aur yeh mahvari ki alamat hai .,kya ye aam hai?,kamar dard mahvari ki aik aam alamat hai .,mahvari ke qareeb meri kamar mein dard kyun hota hai ?,haan tum kar satke ho! barah karam mahvari se mutaliq koi sawal ya masla jo aap ko darpaish ho usay share karen .,"to, kya mein aap ke sath apne mahvari ke baray mein kuch bta sakti hon ?",mein samajh sakti hon. lekin mere sath share karte hue aap ko darnay ki zaroorat nahi hai. aap jo bhi kehte hain woh mere paas mehfooz hai. mein usay kisi ke sath share nahi karoon ga .
dard ko kam karne ke liye garam pani ki bottle ya garam kapra apni peeth par chand minute ke liye rakhen .,mein apni peeth mein dard ke baray mein kya kar sakti hon ?,kamar mein halka dard mamool ki baat hai aur yeh mahvari ki alamat hai .,kya ye aam hai?,kamar dard mahvari ki aik aam alamat hai .,mahvari ke qareeb meri kamar mein dard kyun hota hai ?,haan tum kar satke ho! barah karam mahvari se mutaliq koi sawal ya masla jo aap ko darpaish ho usay share karen .,"to, kya mein aap ke sath apne mahvari ke baray mein kuch bta sakti hon ?"
deegar alamaat kya hain ?,dard ko kam karne ke liye garam pani ki bottle ya garam kapra apni peeth par chand minute ke liye rakhen .,mein apni peeth mein dard ke baray mein kya kar sakti hon ?,kamar mein halka dard mamool ki baat hai aur yeh mahvari ki alamat hai .,kya ye aam hai?,kamar dard mahvari ki aik aam alamat hai .,mahvari ke qareeb meri kamar mein dard kyun hota hai ?,haan tum kar satke ho! barah karam mahvari se mutaliq koi sawal ya masla jo aap ko darpaish ho usay share karen .
"mahvari se pehlay ya is ke douran aap ko mandarja zail alamaat ho sakti hain jin mei aphaarabloating, dard, qabz, ishaal, mahasay, andaam nihanivagina se kharij honay wala madah, sir dard, khanay ki khwahish, mood mein tabdeeli, aur naram chhaati shaamil hain .",deegar alamaat kya hain ?,dard ko kam karne ke liye garam pani ki bottle ya garam kapra apni peeth par chand minute ke liye rakhen .,mein apni peeth mein dard ke baray mein kya kar sakti hon ?,kamar mein halka dard mamool ki baat hai aur yeh mahvari ki alamat hai .,kya ye aam hai?,kamar dard mahvari ki aik aam alamat hai .,mahvari ke qareeb meri kamar mein dard kyun hota hai ?
mai apni mahwaari ke doran ganda mehsoos karti hun,"mahvari se pehlay ya is ke douran aap ko mandarja zail alamaat ho sakti hain jin mei aphaarabloating, dard, qabz, ishaal, mahasay, andaam nihanivagina se kharij honay wala madah, sir dard, khanay ki khwahish, mood mein tabdeeli, aur naram chhaati shaamil hain .",deegar alamaat kya hain ?,dard ko kam karne ke liye garam pani ki bottle ya garam kapra apni peeth par chand minute ke liye rakhen .,mein apni peeth mein dard ke baray mein kya kar sakti hon ?,kamar mein halka dard mamool ki baat hai aur yeh mahvari ki alamat hai .,kya ye aam hai?,kamar dard mahvari ki aik aam alamat hai .
aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,mai apni mahwaari ke doran ganda mehsoos karti hun,"mahvari se pehlay ya is ke douran aap ko mandarja zail alamaat ho sakti hain jin mei aphaarabloating, dard, qabz, ishaal, mahasay, andaam nihanivagina se kharij honay wala madah, sir dard, khanay ki khwahish, mood mein tabdeeli, aur naram chhaati shaamil hain .",deegar alamaat kya hain ?,dard ko kam karne ke liye garam pani ki bottle ya garam kapra apni peeth par chand minute ke liye rakhen .,mein apni peeth mein dard ke baray mein kya kar sakti hon ?,kamar mein halka dard mamool ki baat hai aur yeh mahvari ki alamat hai .,kya ye aam hai?
Kya mai haiz ke doran nahaa sakti hun?,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,mai apni mahwaari ke doran ganda mehsoos karti hun,"mahvari se pehlay ya is ke douran aap ko mandarja zail alamaat ho sakti hain jin mei aphaarabloating, dard, qabz, ishaal, mahasay, andaam nihanivagina se kharij honay wala madah, sir dard, khanay ki khwahish, mood mein tabdeeli, aur naram chhaati shaamil hain .",deegar alamaat kya hain ?,dard ko kam karne ke liye garam pani ki bottle ya garam kapra apni peeth par chand minute ke liye rakhen .,mein apni peeth mein dard ke baray mein kya kar sakti hon ?,kamar mein halka dard mamool ki baat hai aur yeh mahvari ki alamat hai .
aap pehlay din se aakhri din tak neha satke hain. nahanay se aap ki mahvari par kisi bhi terhan se assar nahi parta hai .,Kya mai haiz ke doran nahaa sakti hun?,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,mai apni mahwaari ke doran ganda mehsoos karti hun,"mahvari se pehlay ya is ke douran aap ko mandarja zail alamaat ho sakti hain jin mei aphaarabloating, dard, qabz, ishaal, mahasay, andaam nihanivagina se kharij honay wala madah, sir dard, khanay ki khwahish, mood mein tabdeeli, aur naram chhaati shaamil hain .",deegar alamaat kya hain ?,dard ko kam karne ke liye garam pani ki bottle ya garam kapra apni peeth par chand minute ke liye rakhen .,mein apni peeth mein dard ke baray mein kya kar sakti hon ?
kya mujhe apni mahvari ke douran apni safai ka khayaal rakhna chahiye ?,aap pehlay din se aakhri din tak neha satke hain. nahanay se aap ki mahvari par kisi bhi terhan se assar nahi parta hai .,Kya mai haiz ke doran nahaa sakti hun?,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,mai apni mahwaari ke doran ganda mehsoos karti hun,"mahvari se pehlay ya is ke douran aap ko mandarja zail alamaat ho sakti hain jin mei aphaarabloating, dard, qabz, ishaal, mahasay, andaam nihanivagina se kharij honay wala madah, sir dard, khanay ki khwahish, mood mein tabdeeli, aur naram chhaati shaamil hain .",deegar alamaat kya hain ?,dard ko kam karne ke liye garam pani ki bottle ya garam kapra apni peeth par chand minute ke liye rakhen .
aap ko apni mahvari ke douran safai ka khayaal rakhna chahiye. sehat ke masail se bachney ke liye apni mahvari ke douran apni hifzaan sehathygiene ka khayaal rakhna zaroori hai .,kya mujhe apni mahvari ke douran apni safai ka khayaal rakhna chahiye ?,aap pehlay din se aakhri din tak neha satke hain. nahanay se aap ki mahvari par kisi bhi terhan se assar nahi parta hai .,Kya mai haiz ke doran nahaa sakti hun?,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,mai apni mahwaari ke doran ganda mehsoos karti hun,"mahvari se pehlay ya is ke douran aap ko mandarja zail alamaat ho sakti hain jin mei aphaarabloating, dard, qabz, ishaal, mahasay, andaam nihanivagina se kharij honay wala madah, sir dard, khanay ki khwahish, mood mein tabdeeli, aur naram chhaati shaamil hain .",deegar alamaat kya hain ?
mahvari ke douran mein apni hifzaan sehathygiene ka khayaal kaisay rakh sakti hon .,aap ko apni mahvari ke douran safai ka khayaal rakhna chahiye. sehat ke masail se bachney ke liye apni mahvari ke douran apni hifzaan sehathygiene ka khayaal rakhna zaroori hai .,kya mujhe apni mahvari ke douran apni safai ka khayaal rakhna chahiye ?,aap pehlay din se aakhri din tak neha satke hain. nahanay se aap ki mahvari par kisi bhi terhan se assar nahi parta hai .,Kya mai haiz ke doran nahaa sakti hun?,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,mai apni mahwaari ke doran ganda mehsoos karti hun,"mahvari se pehlay ya is ke douran aap ko mandarja zail alamaat ho sakti hain jin mei aphaarabloating, dard, qabz, ishaal, mahasay, andaam nihanivagina se kharij honay wala madah, sir dard, khanay ki khwahish, mood mein tabdeeli, aur naram chhaati shaamil hain ."
"apne pad  kapray ko tabdeel karne se pehlay aur baad mein apne haath dhona zaroori hai. aisa karne ke liye aap sabun, sanitizer ya hand wash istemaal kar satke hain. har baar apna pad tabdeel karne se pehlay apne sharamgah ko pani se dhona bhi zaroori hai .",mahvari ke douran mein apni hifzaan sehathygiene ka khayaal kaisay rakh sakti hon .,aap ko apni mahvari ke douran safai ka khayaal rakhna chahiye. sehat ke masail se bachney ke liye apni mahvari ke douran apni hifzaan sehathygiene ka khayaal rakhna zaroori hai .,kya mujhe apni mahvari ke douran apni safai ka khayaal rakhna chahiye ?,aap pehlay din se aakhri din tak neha satke hain. nahanay se aap ki mahvari par kisi bhi terhan se assar nahi parta hai .,Kya mai haiz ke doran nahaa sakti hun?,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .,mai apni mahwaari ke doran ganda mehsoos karti hun
mahvari ke douran apna khayaal rakhna kyun zaroori hai ?,"apne pad  kapray ko tabdeel karne se pehlay aur baad mein apne haath dhona zaroori hai. aisa karne ke liye aap sabun, sanitizer ya hand wash istemaal kar satke hain. har baar apna pad tabdeel karne se pehlay apne sharamgah ko pani se dhona bhi zaroori hai .",mahvari ke douran mein apni hifzaan sehathygiene ka khayaal kaisay rakh sakti hon .,aap ko apni mahvari ke douran safai ka khayaal rakhna chahiye. sehat ke masail se bachney ke liye apni mahvari ke douran apni hifzaan sehathygiene ka khayaal rakhna zaroori hai .,kya mujhe apni mahvari ke douran apni safai ka khayaal rakhna chahiye ?,aap pehlay din se aakhri din tak neha satke hain. nahanay se aap ki mahvari par kisi bhi terhan se assar nahi parta hai .,Kya mai haiz ke doran nahaa sakti hun?,aap ko apni mahvari ke douran ganda mehsoos karne ki zaroorat nahi hai. haiz qudrati hai .
"mahvari ka khayaal rakh kar aap pishaab ki naali mein infection, dhabbon ka khauf, kharish, be cheeni aur badboo jaisay masail se bach satke hain .",mahvari ke douran apna khayaal rakhna kyun zaroori hai ?,"apne pad  kapray ko tabdeel karne se pehlay aur baad mein apne haath dhona zaroori hai. aisa karne ke liye aap sabun, sanitizer ya hand wash istemaal kar satke hain. har baar apna pad tabdeel karne se pehlay apne sharamgah ko pani se dhona bhi zaroori hai .",mahvari ke douran mein apni hifzaan sehathygiene ka khayaal kaisay rakh sakti hon .,aap ko apni mahvari ke douran safai ka khayaal rakhna chahiye. sehat ke masail se bachney ke liye apni mahvari ke douran apni hifzaan sehathygiene ka khayaal rakhna zaroori hai .,kya mujhe apni mahvari ke douran apni safai ka khayaal rakhna chahiye ?,aap pehlay din se aakhri din tak neha satke hain. nahanay se aap ki mahvari par kisi bhi terhan se assar nahi parta hai .,Kya mai haiz ke doran nahaa sakti hun?
kya mein apni mahvari ke douran woh kha sakti hon jo mein aam tor par khati hon ?,"mahvari ka khayaal rakh kar aap pishaab ki naali mein infection, dhabbon ka khauf, kharish, be cheeni aur badboo jaisay masail se bach satke hain .",mahvari ke douran apna khayaal rakhna kyun zaroori hai ?,"apne pad  kapray ko tabdeel karne se pehlay aur baad mein apne haath dhona zaroori hai. aisa karne ke liye aap sabun, sanitizer ya hand wash istemaal kar satke hain. har baar apna pad tabdeel karne se pehlay apne sharamgah ko pani se dhona bhi zaroori hai .",mahvari ke douran mein apni hifzaan sehathygiene ka khayaal kaisay rakh sakti hon .,aap ko apni mahvari ke douran safai ka khayaal rakhna chahiye. sehat ke masail se bachney ke liye apni mahvari ke douran apni hifzaan sehathygiene ka khayaal rakhna zaroori hai .,kya mujhe apni mahvari ke douran apni safai ka khayaal rakhna chahiye ?,aap pehlay din se aakhri din tak neha satke hain. nahanay se aap ki mahvari par kisi bhi terhan se assar nahi parta hai .
Haan aap karsakte ho,kya mein apni mahvari ke douran woh kha sakti hon jo mein aam tor par khati hon ?,"mahvari ka khayaal rakh kar aap pishaab ki naali mein infection, dhabbon ka khauf, kharish, be cheeni aur badboo jaisay masail se bach satke hain .",mahvari ke douran apna khayaal rakhna kyun zaroori hai ?,"apne pad  kapray ko tabdeel karne se pehlay aur baad mein apne haath dhona zaroori hai. aisa karne ke liye aap sabun, sanitizer ya hand wash istemaal kar satke hain. har baar apna pad tabdeel karne se pehlay apne sharamgah ko pani se dhona bhi zaroori hai .",mahvari ke douran mein apni hifzaan sehathygiene ka khayaal kaisay rakh sakti hon .,aap ko apni mahvari ke douran safai ka khayaal rakhna chahiye. sehat ke masail se bachney ke liye apni mahvari ke douran apni hifzaan sehathygiene ka khayaal rakhna zaroori hai .,kya mujhe apni mahvari ke douran apni safai ka khayaal rakhna chahiye ?
Kya mai dahi aur imli jaise khaane kha sakti hun?,Haan aap karsakte ho,kya mein apni mahvari ke douran woh kha sakti hon jo mein aam tor par khati hon ?,"mahvari ka khayaal rakh kar aap pishaab ki naali mein infection, dhabbon ka khauf, kharish, be cheeni aur badboo jaisay masail se bach satke hain .",mahvari ke douran apna khayaal rakhna kyun zaroori hai ?,"apne pad  kapray ko tabdeel karne se pehlay aur baad mein apne haath dhona zaroori hai. aisa karne ke liye aap sabun, sanitizer ya hand wash istemaal kar satke hain. har baar apna pad tabdeel karne se pehlay apne sharamgah ko pani se dhona bhi zaroori hai .",mahvari ke douran mein apni hifzaan sehathygiene ka khayaal kaisay rakh sakti hon .,aap ko apni mahvari ke douran safai ka khayaal rakhna chahiye. sehat ke masail se bachney ke liye apni mahvari ke douran apni hifzaan sehathygiene ka khayaal rakhna zaroori hai .
khoraak ka aap ke bahao se koi talluq nahi hai !,Kya mai dahi aur imli jaise khaane kha sakti hun?,Haan aap karsakte ho,kya mein apni mahvari ke douran woh kha sakti hon jo mein aam tor par khati hon ?,"mahvari ka khayaal rakh kar aap pishaab ki naali mein infection, dhabbon ka khauf, kharish, be cheeni aur badboo jaisay masail se bach satke hain .",mahvari ke douran apna khayaal rakhna kyun zaroori hai ?,"apne pad  kapray ko tabdeel karne se pehlay aur baad mein apne haath dhona zaroori hai. aisa karne ke liye aap sabun, sanitizer ya hand wash istemaal kar satke hain. har baar apna pad tabdeel karne se pehlay apne sharamgah ko pani se dhona bhi zaroori hai .",mahvari ke douran mein apni hifzaan sehathygiene ka khayaal kaisay rakh sakti hon .
kya mahvari ke douran meri kamar mein dard hona mamool hai ?,khoraak ka aap ke bahao se koi talluq nahi hai !,Kya mai dahi aur imli jaise khaane kha sakti hun?,Haan aap karsakte ho,kya mein apni mahvari ke douran woh kha sakti hon jo mein aam tor par khati hon ?,"mahvari ka khayaal rakh kar aap pishaab ki naali mein infection, dhabbon ka khauf, kharish, be cheeni aur badboo jaisay masail se bach satke hain .",mahvari ke douran apna khayaal rakhna kyun zaroori hai ?,"apne pad  kapray ko tabdeel karne se pehlay aur baad mein apne haath dhona zaroori hai. aisa karne ke liye aap sabun, sanitizer ya hand wash istemaal kar satke hain. har baar apna pad tabdeel karne se pehlay apne sharamgah ko pani se dhona bhi zaroori hai ."
