response,context,context/0,context/1,context/2,context/3,context/4,context/5
kahan hain ?,kaghaz kaatna bohat nuqsaan pouncha sakta hai .,yeh bhi dard karta hai .,kaghaz khatarnaak ho sakta hai .,yeh aik kaghaz kaat hai .,tum ne woh kaisay kya ?,mein ne apni ungli kaat di .,kya pasand hai ?
mujhe lagta hai ke woh adwiyaat ki kabeena mein hain .,kahan hain ?,kaghaz kaatna bohat nuqsaan pouncha sakta hai .,yeh bhi dard karta hai .,kaghaz khatarnaak ho sakta hai .,yeh aik kaghaz kaat hai .,tum ne woh kaisay kya ?,mein ne apni ungli kaat di .
yeh meri ungli ki noke par hai .,mujhe lagta hai ke woh adwiyaat ki kabeena mein hain .,kahan hain ?,kaghaz kaatna bohat nuqsaan pouncha sakta hai .,yeh bhi dard karta hai .,kaghaz khatarnaak ho sakta hai .,yeh aik kaghaz kaat hai .,tum ne woh kaisay kya ?
aik  kaam nahi kar sakta .,yeh meri ungli ki noke par hai .,mujhe lagta hai ke woh adwiyaat ki kabeena mein hain .,kahan hain ?,kaghaz kaatna bohat nuqsaan pouncha sakta hai .,yeh bhi dard karta hai .,kaghaz khatarnaak ho sakta hai .,yeh aik kaghaz kaat hai .
mujhe yeh ungli is waqt tak istemaal nahi karni chahiye jab tak kat theek nah ho jaye .,aik  kaam nahi kar sakta .,yeh meri ungli ki noke par hai .,mujhe lagta hai ke woh adwiyaat ki kabeena mein hain .,kahan hain ?,kaghaz kaatna bohat nuqsaan pouncha sakta hai .,yeh bhi dard karta hai .,kaghaz khatarnaak ho sakta hai .
kya aap ko is ki bo aati hai ?,mujhe yeh ungli is waqt tak istemaal nahi karni chahiye jab tak kat theek nah ho jaye .,aik  kaam nahi kar sakta .,yeh meri ungli ki noke par hai .,mujhe lagta hai ke woh adwiyaat ki kabeena mein hain .,kahan hain ?,kaghaz kaatna bohat nuqsaan pouncha sakta hai .,yeh bhi dard karta hai .
jee haan .,kya aap ko is ki bo aati hai ?,mujhe yeh ungli is waqt tak istemaal nahi karni chahiye jab tak kat theek nah ho jaye .,aik  kaam nahi kar sakta .,yeh meri ungli ki noke par hai .,mujhe lagta hai ke woh adwiyaat ki kabeena mein hain .,kahan hain ?,kaghaz kaatna bohat nuqsaan pouncha sakta hai .
mein cigrette ka dhuwan bardasht nahi kar sakta .,jee haan .,kya aap ko is ki bo aati hai ?,mujhe yeh ungli is waqt tak istemaal nahi karni chahiye jab tak kat theek nah ho jaye .,aik  kaam nahi kar sakta .,yeh meri ungli ki noke par hai .,mujhe lagta hai ke woh adwiyaat ki kabeena mein hain .,kahan hain ?
bohat badboo aa rahi hai .,mein cigrette ka dhuwan bardasht nahi kar sakta .,jee haan .,kya aap ko is ki bo aati hai ?,mujhe yeh ungli is waqt tak istemaal nahi karni chahiye jab tak kat theek nah ho jaye .,aik  kaam nahi kar sakta .,yeh meri ungli ki noke par hai .,mujhe lagta hai ke woh adwiyaat ki kabeena mein hain .
aik cigrette se poooray foot path mein badboo aati hai .,bohat badboo aa rahi hai .,mein cigrette ka dhuwan bardasht nahi kar sakta .,jee haan .,kya aap ko is ki bo aati hai ?,mujhe yeh ungli is waqt tak istemaal nahi karni chahiye jab tak kat theek nah ho jaye .,aik  kaam nahi kar sakta .,yeh meri ungli ki noke par hai .
tambaku noshi karne walon ko lagta hai ke woh bohat achay hain .,aik cigrette se poooray foot path mein badboo aati hai .,bohat badboo aa rahi hai .,mein cigrette ka dhuwan bardasht nahi kar sakta .,jee haan .,kya aap ko is ki bo aati hai ?,mujhe yeh ungli is waqt tak istemaal nahi karni chahiye jab tak kat theek nah ho jaye .,aik  kaam nahi kar sakta .
woh bohat kamzor hain .,tambaku noshi karne walon ko lagta hai ke woh bohat achay hain .,aik cigrette se poooray foot path mein badboo aati hai .,bohat badboo aa rahi hai .,mein cigrette ka dhuwan bardasht nahi kar sakta .,jee haan .,kya aap ko is ki bo aati hai ?,mujhe yeh ungli is waqt tak istemaal nahi karni chahiye jab tak kat theek nah ho jaye .
aik chhota sa cigrette un ko control karta hai .,woh bohat kamzor hain .,tambaku noshi karne walon ko lagta hai ke woh bohat achay hain .,aik cigrette se poooray foot path mein badboo aati hai .,bohat badboo aa rahi hai .,mein cigrette ka dhuwan bardasht nahi kar sakta .,jee haan .,kya aap ko is ki bo aati hai ?
woh paf letay hue bohat bewaqoof nazar atay hain .,aik chhota sa cigrette un ko control karta hai .,woh bohat kamzor hain .,tambaku noshi karne walon ko lagta hai ke woh bohat achay hain .,aik cigrette se poooray foot path mein badboo aati hai .,bohat badboo aa rahi hai .,mein cigrette ka dhuwan bardasht nahi kar sakta .,jee haan .
aur phir woh apne mun se dhuwan ura dete hain .,woh paf letay hue bohat bewaqoof nazar atay hain .,aik chhota sa cigrette un ko control karta hai .,woh bohat kamzor hain .,tambaku noshi karne walon ko lagta hai ke woh bohat achay hain .,aik cigrette se poooray foot path mein badboo aati hai .,bohat badboo aa rahi hai .,mein cigrette ka dhuwan bardasht nahi kar sakta .
woh sochte hain ke yeh acha hai .,aur phir woh apne mun se dhuwan ura dete hain .,woh paf letay hue bohat bewaqoof nazar atay hain .,aik chhota sa cigrette un ko control karta hai .,woh bohat kamzor hain .,tambaku noshi karne walon ko lagta hai ke woh bohat achay hain .,aik cigrette se poooray foot path mein badboo aati hai .,bohat badboo aa rahi hai .
kya up ko zukam hai ?,woh sochte hain ke yeh acha hai .,aur phir woh apne mun se dhuwan ura dete hain .,woh paf letay hue bohat bewaqoof nazar atay hain .,aik chhota sa cigrette un ko control karta hai .,woh bohat kamzor hain .,tambaku noshi karne walon ko lagta hai ke woh bohat achay hain .,aik cigrette se poooray foot path mein badboo aati hai .
jee haan mein karta hon .,kya up ko zukam hai ?,woh sochte hain ke yeh acha hai .,aur phir woh apne mun se dhuwan ura dete hain .,woh paf letay hue bohat bewaqoof nazar atay hain .,aik chhota sa cigrette un ko control karta hai .,woh bohat kamzor hain .,tambaku noshi karne walon ko lagta hai ke woh bohat achay hain .
aap ko yeh kaisay mila,jee haan mein karta hon .,kya up ko zukam hai ?,woh sochte hain ke yeh acha hai .,aur phir woh apne mun se dhuwan ura dete hain .,woh paf letay hue bohat bewaqoof nazar atay hain .,aik chhota sa cigrette un ko control karta hai .,woh bohat kamzor hain .
meri behan ko zukam tha. is ne mujhe diya .,aap ko yeh kaisay mila,jee haan mein karta hon .,kya up ko zukam hai ?,woh sochte hain ke yeh acha hai .,aur phir woh apne mun se dhuwan ura dete hain .,woh paf letay hue bohat bewaqoof nazar atay hain .,aik chhota sa cigrette un ko control karta hai .
kya aap ne sardi ke liye kuch liya hai ?,meri behan ko zukam tha. is ne mujhe diya .,aap ko yeh kaisay mila,jee haan mein karta hon .,kya up ko zukam hai ?,woh sochte hain ke yeh acha hai .,aur phir woh apne mun se dhuwan ura dete hain .,woh paf letay hue bohat bewaqoof nazar atay hain .
"nahi, mein sirf apni naak bohat ura deta hon .",kya aap ne sardi ke liye kuch liya hai ?,meri behan ko zukam tha. is ne mujhe diya .,aap ko yeh kaisay mila,jee haan mein karta hon .,kya up ko zukam hai ?,woh sochte hain ke yeh acha hai .,aur phir woh apne mun se dhuwan ura dete hain .
kya aap ki naak band ho gayi hai ?,"nahi, mein sirf apni naak bohat ura deta hon .",kya aap ne sardi ke liye kuch liya hai ?,meri behan ko zukam tha. is ne mujhe diya .,aap ko yeh kaisay mila,jee haan mein karta hon .,kya up ko zukam hai ?,woh sochte hain ke yeh acha hai .
jee haan. mujhe apne mun se saans lena hai .,kya aap ki naak band ho gayi hai ?,"nahi, mein sirf apni naak bohat ura deta hon .",kya aap ne sardi ke liye kuch liya hai ?,meri behan ko zukam tha. is ne mujhe diya .,aap ko yeh kaisay mila,jee haan mein karta hon .,kya up ko zukam hai ?
kya aap ne naak ke qatray aazamaae hain ?,jee haan. mujhe apne mun se saans lena hai .,kya aap ki naak band ho gayi hai ?,"nahi, mein sirf apni naak bohat ura deta hon .",kya aap ne sardi ke liye kuch liya hai ?,meri behan ko zukam tha. is ne mujhe diya .,aap ko yeh kaisay mila,jee haan mein karta hon .
"nahi, mujhe naak ke qatray pasand nahi hain .",kya aap ne naak ke qatray aazamaae hain ?,jee haan. mujhe apne mun se saans lena hai .,kya aap ki naak band ho gayi hai ?,"nahi, mein sirf apni naak bohat ura deta hon .",kya aap ne sardi ke liye kuch liya hai ?,meri behan ko zukam tha. is ne mujhe diya .,aap ko yeh kaisay mila
woh bohat acha kaam karte hain .,"nahi, mujhe naak ke qatray pasand nahi hain .",kya aap ne naak ke qatray aazamaae hain ?,jee haan. mujhe apne mun se saans lena hai .,kya aap ki naak band ho gayi hai ?,"nahi, mein sirf apni naak bohat ura deta hon .",kya aap ne sardi ke liye kuch liya hai ?,meri behan ko zukam tha. is ne mujhe diya .
kya aap meri peeth par  lotion lagayen ge ?,woh bohat acha kaam karte hain .,"nahi, mujhe naak ke qatray pasand nahi hain .",kya aap ne naak ke qatray aazamaae hain ?,jee haan. mujhe apne mun se saans lena hai .,kya aap ki naak band ho gayi hai ?,"nahi, mein sirf apni naak bohat ura deta hon .",kya aap ne sardi ke liye kuch liya hai ?
yakeeni tor par,kya aap meri peeth par  lotion lagayen ge ?,woh bohat acha kaam karte hain .,"nahi, mujhe naak ke qatray pasand nahi hain .",kya aap ne naak ke qatray aazamaae hain ?,jee haan. mujhe apne mun se saans lena hai .,kya aap ki naak band ho gayi hai ?,"nahi, mein sirf apni naak bohat ura deta hon ."
shukriya,yakeeni tor par,kya aap meri peeth par  lotion lagayen ge ?,woh bohat acha kaam karte hain .,"nahi, mujhe naak ke qatray pasand nahi hain .",kya aap ne naak ke qatray aazamaae hain ?,jee haan. mujhe apne mun se saans lena hai .,kya aap ki naak band ho gayi hai ?
aap ko ziyada der tak dhoop mein nahi laytna chahiye .,shukriya,yakeeni tor par,kya aap meri peeth par  lotion lagayen ge ?,woh bohat acha kaam karte hain .,"nahi, mujhe naak ke qatray pasand nahi hain .",kya aap ne naak ke qatray aazamaae hain ?,jee haan. mujhe apne mun se saans lena hai .
mein teen lena chahta hon. mein itna peela nahi dekhna chahta .,aap ko ziyada der tak dhoop mein nahi laytna chahiye .,shukriya,yakeeni tor par,kya aap meri peeth par  lotion lagayen ge ?,woh bohat acha kaam karte hain .,"nahi, mujhe naak ke qatray pasand nahi hain .",kya aap ne naak ke qatray aazamaae hain ?
peela nazar anay mein kya harj hai ?,mein teen lena chahta hon. mein itna peela nahi dekhna chahta .,aap ko ziyada der tak dhoop mein nahi laytna chahiye .,shukriya,yakeeni tor par,kya aap meri peeth par  lotion lagayen ge ?,woh bohat acha kaam karte hain .,"nahi, mujhe naak ke qatray pasand nahi hain ."
log sochte hain ke aap bemaar ho satke hain .,peela nazar anay mein kya harj hai ?,mein teen lena chahta hon. mein itna peela nahi dekhna chahta .,aap ko ziyada der tak dhoop mein nahi laytna chahiye .,shukriya,yakeeni tor par,kya aap meri peeth par  lotion lagayen ge ?,woh bohat acha kaam karte hain .
yeh kon sochta hai ?,log sochte hain ke aap bemaar ho satke hain .,peela nazar anay mein kya harj hai ?,mein teen lena chahta hon. mein itna peela nahi dekhna chahta .,aap ko ziyada der tak dhoop mein nahi laytna chahiye .,shukriya,yakeeni tor par,kya aap meri peeth par  lotion lagayen ge ?
mujh nahi pata .,yeh kon sochta hai ?,log sochte hain ke aap bemaar ho satke hain .,peela nazar anay mein kya harj hai ?,mein teen lena chahta hon. mein itna peela nahi dekhna chahta .,aap ko ziyada der tak dhoop mein nahi laytna chahiye .,shukriya,yakeeni tor par
jald ka cancer honay se peela hona behtar hai .,mujh nahi pata .,yeh kon sochta hai ?,log sochte hain ke aap bemaar ho satke hain .,peela nazar anay mein kya harj hai ?,mein teen lena chahta hon. mein itna peela nahi dekhna chahta .,aap ko ziyada der tak dhoop mein nahi laytna chahiye .,shukriya
yeh mein jaanta hon .,jald ka cancer honay se peela hona behtar hai .,mujh nahi pata .,yeh kon sochta hai ?,log sochte hain ke aap bemaar ho satke hain .,peela nazar anay mein kya harj hai ?,mein teen lena chahta hon. mein itna peela nahi dekhna chahta .,aap ko ziyada der tak dhoop mein nahi laytna chahiye .
mein tambaku noshi nahi chore sakta .,yeh mein jaanta hon .,jald ka cancer honay se peela hona behtar hai .,mujh nahi pata .,yeh kon sochta hai ?,log sochte hain ke aap bemaar ho satke hain .,peela nazar anay mein kya harj hai ?,mein teen lena chahta hon. mein itna peela nahi dekhna chahta .
yaqeenan aap kar satke hain .,mein tambaku noshi nahi chore sakta .,yeh mein jaanta hon .,jald ka cancer honay se peela hona behtar hai .,mujh nahi pata .,yeh kon sochta hai ?,log sochte hain ke aap bemaar ho satke hain .,peela nazar anay mein kya harj hai ?
mere paas kaafi qowat iraadi nahi hai .,yaqeenan aap kar satke hain .,mein tambaku noshi nahi chore sakta .,yeh mein jaanta hon .,jald ka cancer honay se peela hona behtar hai .,mujh nahi pata .,yeh kon sochta hai ?,log sochte hain ke aap bemaar ho satke hain .
yaqeenan aap karte hain .,mere paas kaafi qowat iraadi nahi hai .,yaqeenan aap kar satke hain .,mein tambaku noshi nahi chore sakta .,yeh mein jaanta hon .,jald ka cancer honay se peela hona behtar hai .,mujh nahi pata .,yeh kon sochta hai ?
kash mein ne kabhi shuru nah kya hota .,yaqeenan aap karte hain .,mere paas kaafi qowat iraadi nahi hai .,yaqeenan aap kar satke hain .,mein tambaku noshi nahi chore sakta .,yeh mein jaanta hon .,jald ka cancer honay se peela hona behtar hai .,mujh nahi pata .
har tambaku noshi karta hai .,kash mein ne kabhi shuru nah kya hota .,yaqeenan aap karte hain .,mere paas kaafi qowat iraadi nahi hai .,yaqeenan aap kar satke hain .,mein tambaku noshi nahi chore sakta .,yeh mein jaanta hon .,jald ka cancer honay se peela hona behtar hai .
mein ne kayi baar chorney ki koshish ki hai .,har tambaku noshi karta hai .,kash mein ne kabhi shuru nah kya hota .,yaqeenan aap karte hain .,mere paas kaafi qowat iraadi nahi hai .,yaqeenan aap kar satke hain .,mein tambaku noshi nahi chore sakta .,yeh mein jaanta hon .
isi terhan baqi sab ke paas hai .,mein ne kayi baar chorney ki koshish ki hai .,har tambaku noshi karta hai .,kash mein ne kabhi shuru nah kya hota .,yaqeenan aap karte hain .,mere paas kaafi qowat iraadi nahi hai .,yaqeenan aap kar satke hain .,mein tambaku noshi nahi chore sakta .
kuch bhi kaam nahi lagta .,isi terhan baqi sab ke paas hai .,mein ne kayi baar chorney ki koshish ki hai .,har tambaku noshi karta hai .,kash mein ne kabhi shuru nah kya hota .,yaqeenan aap karte hain .,mere paas kaafi qowat iraadi nahi hai .,yaqeenan aap kar satke hain .
"is ke liye sirf qowat iraadi ki zaroorat hai, aur yeh aap ke paas hai .",kuch bhi kaam nahi lagta .,isi terhan baqi sab ke paas hai .,mein ne kayi baar chorney ki koshish ki hai .,har tambaku noshi karta hai .,kash mein ne kabhi shuru nah kya hota .,yaqeenan aap karte hain .,mere paas kaafi qowat iraadi nahi hai .
phir mein kyun nahi chore sakta ?,"is ke liye sirf qowat iraadi ki zaroorat hai, aur yeh aap ke paas hai .",kuch bhi kaam nahi lagta .,isi terhan baqi sab ke paas hai .,mein ne kayi baar chorney ki koshish ki hai .,har tambaku noshi karta hai .,kash mein ne kabhi shuru nah kya hota .,yaqeenan aap karte hain .
meri peeth mujhe maar rahi hai .,phir mein kyun nahi chore sakta ?,"is ke liye sirf qowat iraadi ki zaroorat hai, aur yeh aap ke paas hai .",kuch bhi kaam nahi lagta .,isi terhan baqi sab ke paas hai .,mein ne kayi baar chorney ki koshish ki hai .,har tambaku noshi karta hai .,kash mein ne kabhi shuru nah kya hota .
tum ne kya kya,meri peeth mujhe maar rahi hai .,phir mein kyun nahi chore sakta ?,"is ke liye sirf qowat iraadi ki zaroorat hai, aur yeh aap ke paas hai .",kuch bhi kaam nahi lagta .,isi terhan baqi sab ke paas hai .,mein ne kayi baar chorney ki koshish ki hai .,har tambaku noshi karta hai .
mein apni gaari se bahar nikla .,tum ne kya kya,meri peeth mujhe maar rahi hai .,phir mein kyun nahi chore sakta ?,"is ke liye sirf qowat iraadi ki zaroorat hai, aur yeh aap ke paas hai .",kuch bhi kaam nahi lagta .,isi terhan baqi sab ke paas hai .,mein ne kayi baar chorney ki koshish ki hai .
yahi hai ?,mein apni gaari se bahar nikla .,tum ne kya kya,meri peeth mujhe maar rahi hai .,phir mein kyun nahi chore sakta ?,"is ke liye sirf qowat iraadi ki zaroorat hai, aur yeh aap ke paas hai .",kuch bhi kaam nahi lagta .,isi terhan baqi sab ke paas hai .
mein ne aik baar sirf chhenknay se apni kamar ko zakhmi kya .,yahi hai ?,mein apni gaari se bahar nikla .,tum ne kya kya,meri peeth mujhe maar rahi hai .,phir mein kyun nahi chore sakta ?,"is ke liye sirf qowat iraadi ki zaroorat hai, aur yeh aap ke paas hai .",kuch bhi kaam nahi lagta .
up ko dr se milna chahie .,mein ne aik baar sirf chhenknay se apni kamar ko zakhmi kya .,yahi hai ?,mein apni gaari se bahar nikla .,tum ne kya kya,meri peeth mujhe maar rahi hai .,phir mein kyun nahi chore sakta ?,"is ke liye sirf qowat iraadi ki zaroorat hai, aur yeh aap ke paas hai ."
mere dr ne kaha ke mujhe surgery ki zaroorat hai .,up ko dr se milna chahie .,mein ne aik baar sirf chhenknay se apni kamar ko zakhmi kya .,yahi hai ?,mein apni gaari se bahar nikla .,tum ne kya kya,meri peeth mujhe maar rahi hai .,phir mein kyun nahi chore sakta ?
to ?,mere dr ne kaha ke mujhe surgery ki zaroorat hai .,up ko dr se milna chahie .,mein ne aik baar sirf chhenknay se apni kamar ko zakhmi kya .,yahi hai ?,mein apni gaari se bahar nikla .,tum ne kya kya,meri peeth mujhe maar rahi hai .
"to, usay bhool jao .",to ?,mere dr ne kaha ke mujhe surgery ki zaroorat hai .,up ko dr se milna chahie .,mein ne aik baar sirf chhenknay se apni kamar ko zakhmi kya .,yahi hai ?,mein apni gaari se bahar nikla .,tum ne kya kya
kya aap ke paas paisay nahi hain ?,"to, usay bhool jao .",to ?,mere dr ne kaha ke mujhe surgery ki zaroorat hai .,up ko dr se milna chahie .,mein ne aik baar sirf chhenknay se apni kamar ko zakhmi kya .,yahi hai ?,mein apni gaari se bahar nikla .
mere paas koi insurance nahi hai .,kya aap ke paas paisay nahi hain ?,"to, usay bhool jao .",to ?,mere dr ne kaha ke mujhe surgery ki zaroorat hai .,up ko dr se milna chahie .,mein ne aik baar sirf chhenknay se apni kamar ko zakhmi kya .,yahi hai ?
mera bhai aik din mein teen pack cigrette peeta hai .,mere paas koi insurance nahi hai .,kya aap ke paas paisay nahi hain ?,"to, usay bhool jao .",to ?,mere dr ne kaha ke mujhe surgery ki zaroorat hai .,up ko dr se milna chahie .,mein ne aik baar sirf chhenknay se apni kamar ko zakhmi kya .
kis cheez ke teen pack ?,mera bhai aik din mein teen pack cigrette peeta hai .,mere paas koi insurance nahi hai .,kya aap ke paas paisay nahi hain ?,"to, usay bhool jao .",to ?,mere dr ne kaha ke mujhe surgery ki zaroorat hai .,up ko dr se milna chahie .
"cigrette, bilkul .",kis cheez ke teen pack ?,mera bhai aik din mein teen pack cigrette peeta hai .,mere paas koi insurance nahi hai .,kya aap ke paas paisay nahi hain ?,"to, usay bhool jao .",to ?,mere dr ne kaha ke mujhe surgery ki zaroorat hai .
woh aisa kaisay kar sakta hai ?,"cigrette, bilkul .",kis cheez ke teen pack ?,mera bhai aik din mein teen pack cigrette peeta hai .,mere paas koi insurance nahi hai .,kya aap ke paas paisay nahi hain ?,"to, usay bhool jao .",to ?
"jab woh aik cigrette se taqreeban farigh ho jata hai, to woh usay dosra jalanay ke liye istemaal karta hai .",woh aisa kaisay kar sakta hai ?,"cigrette, bilkul .",kis cheez ke teen pack ?,mera bhai aik din mein teen pack cigrette peeta hai .,mere paas koi insurance nahi hai .,kya aap ke paas paisay nahi hain ?,"to, usay bhool jao ."
woh aik silsila tambaku noshi hai .,"jab woh aik cigrette se taqreeban farigh ho jata hai, to woh usay dosra jalanay ke liye istemaal karta hai .",woh aisa kaisay kar sakta hai ?,"cigrette, bilkul .",kis cheez ke teen pack ?,mera bhai aik din mein teen pack cigrette peeta hai .,mere paas koi insurance nahi hai .,kya aap ke paas paisay nahi hain ?
woh 30 saloon se chain  hai .,woh aik silsila tambaku noshi hai .,"jab woh aik cigrette se taqreeban farigh ho jata hai, to woh usay dosra jalanay ke liye istemaal karta hai .",woh aisa kaisay kar sakta hai ?,"cigrette, bilkul .",kis cheez ke teen pack ?,mera bhai aik din mein teen pack cigrette peeta hai .,mere paas koi insurance nahi hai .
yeh na qabil yaqeen hai. kya woh ab bhi saans le sakta hai ?,woh 30 saloon se chain  hai .,woh aik silsila tambaku noshi hai .,"jab woh aik cigrette se taqreeban farigh ho jata hai, to woh usay dosra jalanay ke liye istemaal karta hai .",woh aisa kaisay kar sakta hai ?,"cigrette, bilkul .",kis cheez ke teen pack ?,mera bhai aik din mein teen pack cigrette peeta hai .
"woh kar sakta hai, lekin is ke aas paas ke log nahi kar satke .",yeh na qabil yaqeen hai. kya woh ab bhi saans le sakta hai ?,woh 30 saloon se chain  hai .,woh aik silsila tambaku noshi hai .,"jab woh aik cigrette se taqreeban farigh ho jata hai, to woh usay dosra jalanay ke liye istemaal karta hai .",woh aisa kaisay kar sakta hai ?,"cigrette, bilkul .",kis cheez ke teen pack ?
woh ab bhi kaisay zindah reh sakta hai ?,"woh kar sakta hai, lekin is ke aas paas ke log nahi kar satke .",yeh na qabil yaqeen hai. kya woh ab bhi saans le sakta hai ?,woh 30 saloon se chain  hai .,woh aik silsila tambaku noshi hai .,"jab woh aik cigrette se taqreeban farigh ho jata hai, to woh usay dosra jalanay ke liye istemaal karta hai .",woh aisa kaisay kar sakta hai ?,"cigrette, bilkul ."
is ke dr ka kehna hai ke is ka dil aur phephray mazboot aur sehat mand hain .,woh ab bhi kaisay zindah reh sakta hai ?,"woh kar sakta hai, lekin is ke aas paas ke log nahi kar satke .",yeh na qabil yaqeen hai. kya woh ab bhi saans le sakta hai ?,woh 30 saloon se chain  hai .,woh aik silsila tambaku noshi hai .,"jab woh aik cigrette se taqreeban farigh ho jata hai, to woh usay dosra jalanay ke liye istemaal karta hai .",woh aisa kaisay kar sakta hai ?
mujhe apne daant saaf karne se nafrat hai .,is ke dr ka kehna hai ke is ka dil aur phephray mazboot aur sehat mand hain .,woh ab bhi kaisay zindah reh sakta hai ?,"woh kar sakta hai, lekin is ke aas paas ke log nahi kar satke .",yeh na qabil yaqeen hai. kya woh ab bhi saans le sakta hai ?,woh 30 saloon se chain  hai .,woh aik silsila tambaku noshi hai .,"jab woh aik cigrette se taqreeban farigh ho jata hai, to woh usay dosra jalanay ke liye istemaal karta hai ."
yeh aik aisa kaam hai .,mujhe apne daant saaf karne se nafrat hai .,is ke dr ka kehna hai ke is ka dil aur phephray mazboot aur sehat mand hain .,woh ab bhi kaisay zindah reh sakta hai ?,"woh kar sakta hai, lekin is ke aas paas ke log nahi kar satke .",yeh na qabil yaqeen hai. kya woh ab bhi saans le sakta hai ?,woh 30 saloon se chain  hai .,woh aik silsila tambaku noshi hai .
"brush, brush. thookna, thookna .",yeh aik aisa kaam hai .,mujhe apne daant saaf karne se nafrat hai .,is ke dr ka kehna hai ke is ka dil aur phephray mazboot aur sehat mand hain .,woh ab bhi kaisay zindah reh sakta hai ?,"woh kar sakta hai, lekin is ke aas paas ke log nahi kar satke .",yeh na qabil yaqeen hai. kya woh ab bhi saans le sakta hai ?,woh 30 saloon se chain  hai .
woh puranay dinon mein kya karte thay ?,"brush, brush. thookna, thookna .",yeh aik aisa kaam hai .,mujhe apne daant saaf karne se nafrat hai .,is ke dr ka kehna hai ke is ka dil aur phephray mazboot aur sehat mand hain .,woh ab bhi kaisay zindah reh sakta hai ?,"woh kar sakta hai, lekin is ke aas paas ke log nahi kar satke .",yeh na qabil yaqeen hai. kya woh ab bhi saans le sakta hai ?
unhon ne apni unglio se brush kya .,woh puranay dinon mein kya karte thay ?,"brush, brush. thookna, thookna .",yeh aik aisa kaam hai .,mujhe apne daant saaf karne se nafrat hai .,is ke dr ka kehna hai ke is ka dil aur phephray mazboot aur sehat mand hain .,woh ab bhi kaisay zindah reh sakta hai ?,"woh kar sakta hai, lekin is ke aas paas ke log nahi kar satke ."
unhon ne bhi unglio se khaya !,unhon ne apni unglio se brush kya .,woh puranay dinon mein kya karte thay ?,"brush, brush. thookna, thookna .",yeh aik aisa kaam hai .,mujhe apne daant saaf karne se nafrat hai .,is ke dr ka kehna hai ke is ka dil aur phephray mazboot aur sehat mand hain .,woh ab bhi kaisay zindah reh sakta hai ?
woh usay achay puranay din kyun kehte hain ?,unhon ne bhi unglio se khaya !,unhon ne apni unglio se brush kya .,woh puranay dinon mein kya karte thay ?,"brush, brush. thookna, thookna .",yeh aik aisa kaam hai .,mujhe apne daant saaf karne se nafrat hai .,is ke dr ka kehna hai ke is ka dil aur phephray mazboot aur sehat mand hain .
shayad is liye ke inhen brush aur  karne ki zaroorat nahi thi .,woh usay achay puranay din kyun kehte hain ?,unhon ne bhi unglio se khaya !,unhon ne apni unglio se brush kya .,woh puranay dinon mein kya karte thay ?,"brush, brush. thookna, thookna .",yeh aik aisa kaam hai .,mujhe apne daant saaf karne se nafrat hai .
kis ne ijaad ki ?,shayad is liye ke inhen brush aur  karne ki zaroorat nahi thi .,woh usay achay puranay din kyun kehte hain ?,unhon ne bhi unglio se khaya !,unhon ne apni unglio se brush kya .,woh puranay dinon mein kya karte thay ?,"brush, brush. thookna, thookna .",yeh aik aisa kaam hai .
"danoton ka dr, mujhe yaqeen hai .",kis ne ijaad ki ?,shayad is liye ke inhen brush aur  karne ki zaroorat nahi thi .,woh usay achay puranay din kyun kehte hain ?,unhon ne bhi unglio se khaya !,unhon ne apni unglio se brush kya .,woh puranay dinon mein kya karte thay ?,"brush, brush. thookna, thookna ."
mujhe brush karne se ziyada  se nafrat hai !,"danoton ka dr, mujhe yaqeen hai .",kis ne ijaad ki ?,shayad is liye ke inhen brush aur  karne ki zaroorat nahi thi .,woh usay achay puranay din kyun kehte hain ?,unhon ne bhi unglio se khaya !,unhon ne apni unglio se brush kya .,woh puranay dinon mein kya karte thay ?
chalo thori der ke liye ruktay hain. mujhe aik waqfa aur pani ki zaroorat hai .,mujhe brush karne se ziyada  se nafrat hai !,"danoton ka dr, mujhe yaqeen hai .",kis ne ijaad ki ?,shayad is liye ke inhen brush aur  karne ki zaroorat nahi thi .,woh usay achay puranay din kyun kehte hain ?,unhon ne bhi unglio se khaya !,unhon ne apni unglio se brush kya .
is pagdandi par charhna mushkil hai .,chalo thori der ke liye ruktay hain. mujhe aik waqfa aur pani ki zaroorat hai .,mujhe brush karne se ziyada  se nafrat hai !,"danoton ka dr, mujhe yaqeen hai .",kis ne ijaad ki ?,shayad is liye ke inhen brush aur  karne ki zaroorat nahi thi .,woh usay achay puranay din kyun kehte hain ?,unhon ne bhi unglio se khaya !
khaas tor par is terhan ke garam din mein .,is pagdandi par charhna mushkil hai .,chalo thori der ke liye ruktay hain. mujhe aik waqfa aur pani ki zaroorat hai .,mujhe brush karne se ziyada  se nafrat hai !,"danoton ka dr, mujhe yaqeen hai .",kis ne ijaad ki ?,shayad is liye ke inhen brush aur  karne ki zaroorat nahi thi .,woh usay achay puranay din kyun kehte hain ?
mein yaqeen nahi kar sakta ke hum ne koi janwar nahi dekha .,khaas tor par is terhan ke garam din mein .,is pagdandi par charhna mushkil hai .,chalo thori der ke liye ruktay hain. mujhe aik waqfa aur pani ki zaroorat hai .,mujhe brush karne se ziyada  se nafrat hai !,"danoton ka dr, mujhe yaqeen hai .",kis ne ijaad ki ?,shayad is liye ke inhen brush aur  karne ki zaroorat nahi thi .
